project_name,description,compliance_framework,scan_type,file_count,lines_of_code,issues_found,critical,high,medium,score
Project_384,Web application security audit,OWASP,deep,364,470878,18,5,13,0,40
Project_385,Web application security audit,ISO 27001,standard,278,8776,33,1,20,12,40
Project_386,Web application security audit,ISO 27001,deep,363,243029,1,0,0,1,99
Project_387,Web application security audit,PCI-DSS,standard,191,56778,33,4,20,9,40
Project_388,Web application security audit,ISO 27001,deep,428,468851,17,5,2,10,40
Project_389,Web application security audit,PCI-DSS,standard,314,242593,37,3,12,22,40
Project_390,Web application security audit,GDPR,deep,50,307849,10,2,7,1,51
Project_391,Web application security audit,ISO 27001,standard,343,365014,14,3,7,4,40
Project_392,Web application security audit,PCI-DSS,standard,296,498733,27,3,24,0,40
Project_393,Web application security audit,OWASP,standard,193,285705,35,4,16,15,40
Project_394,Web application security audit,PCI-DSS,standard,149,140576,23,2,17,4,40
Project_395,Web application security audit,PCI-DSS,deep,306,440070,16,1,8,7,51
Project_396,Web application security audit,OWASP,deep,38,478698,35,1,15,19,40
Project_397,Web application security audit,PCI-DSS,standard,300,255491,37,1,27,9,40
Project_398,Web application security audit,GDPR,standard,310,144574,5,0,5,0,80
Project_399,Web application security audit,OWASP,deep,21,165021,14,0,11,3,53
Project_400,Web application security audit,GDPR,deep,429,103726,21,1,11,9,40
Project_401,Web application security audit,OWASP,deep,473,431565,22,1,17,4,40
Project_402,Web application security audit,PCI-DSS,deep,474,131182,29,1,4,24,50
Project_403,Web application security audit,OWASP,deep,104,174157,26,2,6,18,40
Project_404,Web application security audit,ISO 27001,standard,48,489013,14,3,7,4,40
Project_405,Web application security audit,GDPR,deep,279,48246,13,0,4,9,75
Project_406,Web application security audit,PCI-DSS,deep,302,396426,15,4,11,0,40
Project_407,Web application security audit,GDPR,deep,373,123189,2,0,1,1,95
Project_408,Web application security audit,PCI-DSS,standard,37,69098,27,3,20,4,40
Project_409,Web application security audit,ISO 27001,standard,23,28154,36,3,2,31,40
Project_410,Web application security audit,PCI-DSS,standard,370,174562,17,5,1,11,40
Project_411,Web application security audit,PCI-DSS,deep,323,5684,10,2,2,6,66
Project_412,Web application security audit,OWASP,deep,180,147536,12,3,2,7,55
Project_413,Web application security audit,GDPR,standard,475,72062,14,5,1,8,40
Project_414,Web application security audit,OWASP,standard,456,227020,4,4,0,0,60
Project_415,Web application security audit,ISO 27001,deep,290,13466,31,0,22,9,40
Project_416,Web application security audit,OWASP,standard,106,235018,12,4,6,2,40
Project_417,Web application security audit,GDPR,standard,165,345342,27,0,20,7,40
Project_418,Web application security audit,OWASP,deep,311,226791,38,0,15,23,40
Project_419,Web application security audit,ISO 27001,deep,191,152440,20,0,6,14,62
Project_420,Web application security audit,ISO 27001,standard,246,478480,21,4,5,12,40
Project_421,Web application security audit,PCI-DSS,deep,74,197060,32,5,15,12,40
Project_422,Web application security audit,GDPR,deep,324,87031,30,3,21,6,40
Project_423,Web application security audit,ISO 27001,standard,314,189110,27,0,1,26,70
Project_424,Web application security audit,ISO 27001,deep,139,423035,30,5,10,15,40
Project_425,Web application security audit,GDPR,standard,254,376470,34,0,27,7,40
Project_426,Web application security audit,GDPR,standard,206,115417,19,1,3,15,63
Project_427,Web application security audit,OWASP,standard,318,235047,1,0,0,1,99
Project_428,Web application security audit,GDPR,deep,326,188313,10,1,4,5,69
Project_429,Web application security audit,ISO 27001,standard,327,196728,4,4,0,0,60
Project_430,Web application security audit,GDPR,deep,445,320906,1,1,0,0,90
Project_431,Web application security audit,OWASP,deep,496,75880,39,4,28,7,40
Project_432,Web application security audit,GDPR,standard,467,173908,26,4,19,3,40
Project_433,Web application security audit,PCI-DSS,standard,140,411127,18,1,3,14,64
Project_434,Web application security audit,PCI-DSS,deep,476,266304,18,1,17,0,40
Project_435,Web application security audit,OWASP,deep,175,155326,4,2,0,2,78
Project_436,Web application security audit,PCI-DSS,standard,418,272376,11,5,3,3,40
Project_437,Web application security audit,ISO 27001,deep,26,91258,9,4,0,5,55
Project_438,Web application security audit,OWASP,deep,469,103328,26,4,8,14,40
Project_439,Web application security audit,PCI-DSS,deep,305,487248,21,4,15,2,40
Project_440,Web application security audit,OWASP,deep,71,16126,29,1,14,14,40
Project_441,Web application security audit,PCI-DSS,standard,220,206973,21,2,10,9,40
Project_442,Web application security audit,GDPR,deep,268,428923,38,3,20,15,40
Project_443,Web application security audit,GDPR,deep,411,109607,9,3,4,2,52
Project_444,Web application security audit,ISO 27001,deep,320,225508,8,5,2,1,41
Project_445,Web application security audit,OWASP,standard,154,248251,9,0,5,4,76
Project_446,Web application security audit,OWASP,standard,116,143908,17,1,3,13,65
Project_447,Web application security audit,OWASP,deep,131,181596,1,1,0,0,90
Project_448,Web application security audit,PCI-DSS,standard,124,462641,30,4,5,21,40
Project_449,Web application security audit,OWASP,deep,208,203099,2,0,1,1,95
Project_450,Web application security audit,PCI-DSS,deep,155,32719,28,0,26,2,40
Project_451,Web application security audit,OWASP,deep,178,387926,4,1,2,1,81
Project_452,Web application security audit,GDPR,standard,410,471498,0,0,0,0,100
Project_453,Web application security audit,GDPR,deep,348,244100,35,2,24,9,40
Project_454,Web application security audit,GDPR,standard,6,346864,33,5,5,23,40
Project_455,Web application security audit,GDPR,standard,131,47393,6,1,1,4,82
Project_456,Web application security audit,PCI-DSS,standard,231,225442,12,4,4,4,40
Project_457,Web application security audit,GDPR,deep,89,173599,30,2,14,14,40
Project_458,Web application security audit,ISO 27001,deep,436,360964,13,4,0,9,51
Project_459,Web application security audit,PCI-DSS,deep,49,411366,23,5,12,6,40
Project_460,Web application security audit,GDPR,standard,122,241161,38,2,15,21,40
Project_461,Web application security audit,ISO 27001,deep,498,100857,19,5,12,2,40
Project_462,Web application security audit,ISO 27001,standard,154,18991,28,5,6,17,40
Project_463,Web application security audit,GDPR,standard,106,55564,4,2,1,1,75
Project_464,Web application security audit,ISO 27001,deep,454,283498,12,2,4,6,58
Project_465,Web application security audit,ISO 27001,deep,496,499413,6,5,0,1,49
Project_466,Web application security audit,GDPR,deep,223,151607,18,4,6,8,40
Project_467,Web application security audit,ISO 27001,standard,8,20159,23,0,13,10,40
Project_468,Web application security audit,ISO 27001,standard,196,39022,5,2,3,0,68
Project_469,Web application security audit,OWASP,standard,270,441218,27,4,2,21,40
Project_470,Web application security audit,ISO 27001,deep,127,336862,17,2,5,10,50
Project_471,Web application security audit,PCI-DSS,standard,21,413168,18,3,12,3,40
Project_472,Web application security audit,OWASP,deep,141,130474,7,4,2,1,51
Project_473,Web application security audit,PCI-DSS,standard,239,193680,1,0,0,1,99
Project_474,Web application security audit,ISO 27001,standard,286,464036,33,0,30,3,40
Project_475,Web application security audit,PCI-DSS,standard,372,121668,21,4,8,9,40
Project_476,Web application security audit,OWASP,deep,96,187168,11,3,6,2,44
Project_477,Web application security audit,GDPR,standard,166,165068,17,3,6,8,40
Project_478,Web application security audit,GDPR,deep,12,436909,24,0,17,7,40
Project_479,Web application security audit,GDPR,deep,213,396298,30,1,15,14,40
Project_480,Web application security audit,ISO 27001,deep,346,423996,37,3,31,3,40
Project_481,Web application security audit,OWASP,standard,339,443673,13,1,0,12,78
Project_482,Web application security audit,ISO 27001,deep,191,296994,29,1,23,5,40
Project_483,Web application security audit,OWASP,standard,265,85394,26,5,8,13,40
Project_484,Web application security audit,ISO 27001,standard,22,303655,40,5,19,16,40
Project_485,Web application security audit,OWASP,standard,476,438785,40,2,9,29,40
Project_486,Web application security audit,OWASP,standard,222,59262,22,4,14,4,40
Project_487,Web application security audit,ISO 27001,deep,175,225492,20,2,12,6,40
Project_488,Web application security audit,OWASP,standard,33,324614,9,1,4,4,70
Project_489,Web application security audit,PCI-DSS,deep,293,25745,14,4,0,10,50
Project_490,Web application security audit,PCI-DSS,standard,205,254371,17,1,6,10,56
Project_491,Web application security audit,GDPR,deep,39,444673,8,2,3,3,65
Project_492,Web application security audit,OWASP,standard,121,294534,6,3,2,1,61
Project_493,Web application security audit,GDPR,deep,159,310191,1,1,0,0,90
Project_494,Web application security audit,ISO 27001,standard,138,424227,33,2,6,25,40
Project_495,Web application security audit,PCI-DSS,deep,98,89004,1,1,0,0,90
Project_496,Web application security audit,GDPR,deep,228,202138,30,3,19,8,40
Project_497,Web application security audit,PCI-DSS,deep,189,204526,33,5,5,23,40
Project_498,Web application security audit,ISO 27001,deep,208,324895,5,5,0,0,50
Project_499,Web application security audit,PCI-DSS,deep,192,9478,39,5,2,32,40
Project_500,Web application security audit,OWASP,deep,453,229162,40,3,23,14,40
Project_501,Web application security audit,OWASP,standard,307,417019,33,5,28,0,40
Project_502,Web application security audit,PCI-DSS,deep,357,291895,40,2,36,2,40
Project_503,Web application security audit,OWASP,deep,400,447808,29,3,0,26,44
Project_504,Web application security audit,ISO 27001,deep,436,477188,27,5,16,6,40
Project_505,Web application security audit,GDPR,standard,340,332184,36,4,2,30,40
Project_506,Web application security audit,OWASP,standard,300,173269,0,0,0,0,100
Project_507,Web application security audit,GDPR,standard,335,289787,28,0,11,17,40
Project_508,Web application security audit,OWASP,deep,79,203239,25,4,8,13,40
Project_509,Web application security audit,ISO 27001,deep,25,429075,6,4,0,2,58
Project_510,Web application security audit,ISO 27001,deep,259,172859,3,3,0,0,70
Project_511,Web application security audit,OWASP,standard,454,265723,29,1,28,0,40
Project_512,Web application security audit,ISO 27001,standard,14,262078,27,1,22,4,40
Project_513,Web application security audit,PCI-DSS,standard,330,276392,13,2,2,9,63
Project_514,Web application security audit,GDPR,deep,34,352273,1,0,1,0,96
Project_515,Web application security audit,ISO 27001,standard,322,142231,25,3,17,5,40
Project_516,Web application security audit,ISO 27001,standard,220,131302,16,5,4,7,40
Project_517,Web application security audit,ISO 27001,standard,297,143951,4,3,1,0,66
Project_518,Web application security audit,GDPR,deep,205,454574,28,3,13,12,40
Project_519,Web application security audit,GDPR,standard,66,146197,21,2,6,13,43
Project_520,Web application security audit,PCI-DSS,deep,287,302621,33,5,15,13,40
Project_521,Web application security audit,PCI-DSS,standard,166,183399,18,5,2,11,40
Project_522,Web application security audit,PCI-DSS,standard,203,771,11,5,3,3,40
Project_523,Web application security audit,GDPR,standard,223,108696,24,1,16,7,40
Project_524,Web application security audit,PCI-DSS,deep,265,487054,21,1,15,5,40
Project_525,Web application security audit,PCI-DSS,deep,262,233194,6,4,1,1,55
Project_526,Web application security audit,PCI-DSS,standard,490,185691,36,1,13,22,40
Project_527,Web application security audit,OWASP,standard,49,482128,4,4,0,0,60
Project_528,Web application security audit,OWASP,standard,391,481877,1,0,1,0,96
Project_529,Web application security audit,GDPR,standard,115,439601,4,4,0,0,60
Project_530,Web application security audit,GDPR,standard,472,221646,28,5,10,13,40
Project_531,Web application security audit,OWASP,standard,33,425564,19,4,13,2,40
Project_532,Web application security audit,GDPR,standard,468,468654,12,5,0,7,43
Project_533,Web application security audit,OWASP,standard,151,178849,23,4,18,1,40
Project_534,Web application security audit,ISO 27001,deep,405,301259,17,4,5,8,40
Project_535,Web application security audit,GDPR,deep,77,310272,19,0,13,6,42
Project_536,Web application security audit,PCI-DSS,standard,326,367410,12,5,4,3,40
Project_537,Web application security audit,ISO 27001,standard,186,160818,0,0,0,0,100
Project_538,Web application security audit,ISO 27001,standard,117,408834,40,1,35,4,40
Project_539,Web application security audit,GDPR,deep,427,426430,37,5,23,9,40
Project_540,Web application security audit,ISO 27001,deep,105,428619,4,3,1,0,66
Project_541,Web application security audit,PCI-DSS,deep,124,151917,1,0,0,1,99
Project_542,Web application security audit,ISO 27001,deep,466,62535,4,3,1,0,66
Project_543,Web application security audit,GDPR,standard,295,424031,18,1,6,11,55
Project_544,Web application security audit,PCI-DSS,standard,195,401591,25,1,0,24,66
Project_545,Web application security audit,GDPR,deep,268,204344,35,2,11,22,40
Project_546,Web application security audit,ISO 27001,deep,114,326515,17,1,4,12,62
Project_547,Web application security audit,PCI-DSS,standard,173,99664,15,4,9,2,40
Project_548,Web application security audit,GDPR,standard,116,322634,23,5,0,18,40
Project_549,Web application security audit,PCI-DSS,deep,316,239331,19,2,8,9,40
Project_550,Web application security audit,OWASP,deep,51,138284,35,0,22,13,40
Project_551,Web application security audit,PCI-DSS,standard,374,194085,20,3,7,10,40
Project_552,Web application security audit,GDPR,deep,387,257870,33,4,23,6,40
Project_553,Web application security audit,ISO 27001,standard,412,259746,17,0,16,1,40
Project_554,Web application security audit,GDPR,standard,198,461112,4,2,1,1,75
Project_555,Web application security audit,OWASP,deep,75,211892,20,5,1,14,40
Project_556,Web application security audit,PCI-DSS,deep,209,264248,17,0,2,15,77
Project_557,Web application security audit,GDPR,standard,292,12155,0,0,0,0,100
Project_558,Web application security audit,PCI-DSS,standard,62,376695,16,0,2,14,78
Project_559,Web application security audit,ISO 27001,standard,97,153707,31,3,8,20,40
Project_560,Web application security audit,OWASP,deep,256,163694,38,3,20,15,40
